fecha	objective	metric	first_metric_only	boost_from_average	feature_pre_filter	verbosity	seed	max_bin	num_iterations	force_row_wise	learning_rate	feature_fraction	min_data_in_leaf	num_leaves	prob_corte	max_depth	lambda_l1	lambda_l2	min_gain_to_split	ganancia	iteracion
20220608 032037	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	86	TRUE	0.0549035465591399	0.640817522250964	4737	424	0.0125365873847792	0	0.0215559986672418	0.00425830838050406	0.211355515704961	13118000	39
20220608 032054	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	162	TRUE	0.101568150285422	0.84932243768741	5281	705	0.016207286011123	2	0.159034022779791	0.127437748900672	0.264873828258629	13217000	40
20220608 032234	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	3003	TRUE	0.0128693678984445	0.796240749663211	5081	706	0.0161063758155386	1	0.127904271610072	0.191121652966221	0.0736576952781946	13349000	41
20220608 032246	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	41	TRUE	0.0756311852033095	0.964659220588079	5063	694	0.0149115286781765	0	0.143296252615247	0.180565045294498	0.145731139404804	13077000	42
20220608 032339	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	713	TRUE	0.0430878127077774	0.596085083888237	4987	678	0.0179314758411451	1	0.172172239847054	0.17237854486402	0.025497558276603	13107000	43
20220608 032429	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1451	TRUE	0.0314082189795804	0.760677797923102	4786	673	0.0167188248886828	1	0.0973027265786229	0.175913999494791	0.442361514355103	13449000	44
20220608 032441	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	234	TRUE	0.110932985627836	0.757773969285737	4309	463	0.0127663520200535	1	0.127170756567711	0.00825006027649745	0.47102366675396	13087000	45
20220608 032457	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	342	TRUE	0.0759489283116607	0.718080798264389	5424	470	0.0124122211396382	1	0.111390577798886	0.0606135558269146	0.00137292495352322	12775000	46
20220608 032537	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1099	TRUE	0.02793909622062	0.741004432918671	4337	674	0.0169844934067542	1	0.0565998828023473	0.0202188398494342	0.456972901556376	13374000	47
20220608 032644	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1504	TRUE	0.0127519618991575	0.799222308796534	4303	681	0.0178578037705882	2	0.104643828585587	0.197689590710541	0.409340182860842	13105000	48
20220608 032714	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	821	TRUE	0.0462896585215272	0.723343149967856	4970	677	0.0165054474753324	1	0.062431239147907	0.068208007869852	0.405365223459479	13519000	49
20220608 032728	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	291	TRUE	0.114038845027076	0.761161569813348	4986	663	0.0169164056085899	1	0.00797656245698317	0.186566196696307	0.293815277260752	13565000	50
20220608 032742	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	275	TRUE	0.11214785223812	0.755851347376463	5337	673	0.0164525863530699	1	0.0531322120220063	0.18807762668098	0.298716786100238	13530000	51
20220608 032752	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	125	TRUE	0.111157831565292	0.78579829943341	5115	664	0.0165052615380283	2	0.0164262524420208	0.188684206478729	0.410124347008071	13467000	52
20220608 032821	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	775	TRUE	0.0546497730140492	0.681350640452975	4832	685	0.0159580892335789	1	0.000372887209957616	0.111616598779707	0.389432112391681	13369000	53
20220608 032835	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	288	TRUE	0.110158215079751	0.792116818215375	5133	582	0.0168243019159213	1	0.0344422151535244	0.198056280965667	0.141839012895828	13605000	54
20220608 032846	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	228	TRUE	0.191809206417421	0.699976509091012	4819	579	0.0166474696991617	1	0.0228869990051215	0.00553744752140344	0.282364165433576	13469000	55
20220608 032903	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	393	TRUE	0.0898865497214028	0.866791741333251	5088	627	0.0172051529932432	1	0.0353370336708305	0.191268393566304	0.294131641231942	13380000	56
20220608 032914	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	206	TRUE	0.159201503044977	0.695317275432475	4950	571	0.0163946151335239	1	0.0250549319765984	0.196690458530914	0.0547683537149332	13372000	57
20220608 032925	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	197	TRUE	0.123104797703958	0.746873740926932	5126	672	0.0165186817482636	1	0.0218111491430822	0.00257620323402031	0.150393606416318	13631000	58
20220608 032937	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	233	TRUE	0.140162827850132	0.742957023229613	4993	671	0.0163746159204889	1	0.0560736973771012	0.00415394414966063	0.233911493459017	13505000	59
20220608 032948	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	182	TRUE	0.0842961036098376	0.740362061223962	5187	654	0.0168281322653809	1	0.000255481754505072	0.0181284217377703	0.18536454996395	12996000	60
20220608 033001	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	273	TRUE	0.126774713020869	0.773093287961785	5087	706	0.0162723465767793	1	0.0299392539222599	0.0678172807467105	0.0437070572825808	13619000	61
20220608 033013	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	34	TRUE	0.130364553474381	0.607824826872806	4721	527	0.0135148800145022	0	0.0254375816169357	0.0138866899981821	0.0976731887278111	13119000	62
20220608 033021	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	84	TRUE	0.203120056821925	0.923789396726136	5181	551	0.0158039954454534	2	0.0159335618391785	0.000801627174631588	0.118106080732643	13542000	63
20220608 033031	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	162	TRUE	0.202634557402074	0.682107741975444	5214	676	0.0166187696302744	1	0.0164757213836263	0.0114659337607427	0.131689260087607	13338000	64
20220608 033043	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	235	TRUE	0.129810232057647	0.887080883189981	5159	584	0.0163793813839959	1	0.0251677513684334	0.149990744250833	0.140004727653409	13486000	65
20220608 033102	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	200	TRUE	0.122761888566999	0.737547103925737	4922	709	0.0166856809009005	2	0.0243783519821189	0.00253966457301578	0.172225394921561	13375000	66
20220608 033112	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	167	TRUE	0.192779386636972	0.777858838973276	5185	426	0.015348216586608	1	0.0204087567092911	0.000773396544942676	0.131923579342519	13480000	67
20220608 033541	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	3189	TRUE	0.0104350087532273	0.489401403665597	4991	746	0.0157970434973607	1	0.15398540099135	0.0733371080013779	0.484953219766299	13249000	68
20220608 033548	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	53	TRUE	0.202029240086804	0.850510914709396	4527	407	0.012081289679653	2	0.0441021578648247	0.000257702626889678	0.135350590895505	13464000	69
20220608 033555	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	44	TRUE	0.213611479233697	0.787484840924924	5095	445	0.0116400606687697	2	0.0385664884906101	0.000102969391842248	0.269292772649841	13590000	70
20220608 033606	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	209	TRUE	0.202643141439639	0.857451954131963	5114	458	0.0104460615344884	1	0.0219141416269161	2.30176350491691e-05	0.0981112564270519	12517000	71
20220608 033614	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	59	TRUE	0.225519624817378	0.676727006477264	4789	411	0.0141902135691309	2	0.0761208676449068	0.0207814273252838	0.307413979249099	13150000	72
20220608 033628	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	56	TRUE	0.0628141374938939	0.72565579911827	4991	691	0.015857644127335	0	0.0299077895098767	0.173314399936152	0.17808327774249	13320000	73
20220608 033640	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	241	TRUE	0.12166198833164	0.723258756974926	4750	683	0.0160141800250533	1	0.0486903251397397	0.0656490752921868	0.427653701488669	13351000	74
20220608 033647	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	62	TRUE	0.204737413011692	0.742140455023561	5008	479	0.0131022989963814	2	0.0189359509507006	0.00319247544640409	0.171572764369356	14066000	75
20220608 033801	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	881	TRUE	0.0187402792982182	0.58519444747132	4130	477	0.0124684204254516	2	0.0538354312429988	0.150879016513613	0.259839077453087	13353000	76
20220608 033808	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	55	TRUE	0.264319977102278	0.788116678225319	4353	493	0.0129562220410146	2	0.00729341959248955	0.0304549288699361	0.179204978086355	12919000	77
20220608 033824	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	84	TRUE	0.129103936662941	0.500640230321608	4835	446	0.0129481889361972	2	0.0270098650522728	0.190978716161141	0.266753994940775	13225000	78
20220608 034126	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1936	TRUE	0.0100284065877765	0.480289872949447	4865	584	0.0124757770302789	2	0.0725571945233166	0.0805697774256864	0.484358277834419	13292000	79
20220608 034230	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	415	TRUE	0.0104115405551234	0.742471594472858	4199	434	0.0129562906241556	-2	0.172405929213481	0.0725178229953365	0.406765708842411	13043000	80
20220608 034543	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	2264	TRUE	0.0105424155050932	0.471679824034092	4040	694	0.0123593256144288	1	0.164752714932912	0.10103207305204	0.103415696212988	12906000	81
20220608 034550	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	44	TRUE	0.189846039795032	0.708693196361779	5171	478	0.0129904382078424	2	0.131544741688486	0.00537436767801431	0.197717590159328	13604000	82
20220608 034737	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1193	TRUE	0.0136702684561362	0.323203422430198	4484	421	0.0127951576474292	2	0.15803084481983	0.0553495991152109	0.368395518723891	13679000	83
20220608 034817	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	456	TRUE	0.0391456428282939	0.204816239246255	4023	488	0.0130700460297449	2	0.123148386116496	0.0520137344741456	0.415879997080948	13650000	84
20220608 035036	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1436	TRUE	0.0109423816850674	0.544214295165162	4228	473	0.0139211435392304	2	0.184029765974554	0.0677950135031245	0.202655476638884	13490000	85
20220608 035113	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	286	TRUE	0.0389050668613842	0.504187709147429	4000	400	0.0130302423141459	2	0.126654959615136	0.0584243126101125	0.311970817453762	13634000	86
20220608 035120	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	44	TRUE	0.198651500566096	0.782777474786712	5301	506	0.013148015471598	2	0.0103830274066667	0.178857922283702	0.434225715684619	13464000	87
20220608 035325	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1424	TRUE	0.010377259592006	0.287329367830432	4024	670	0.0147971380335288	2	0.0524440660650012	0.0527728377816105	0.423229854328928	13608000	88
20220608 035343	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	183	TRUE	0.121537539353457	0.929250223022646	5244	673	0.0224920675512943	2	0.0406746410771455	0.199968812018021	0.270637878721765	12099000	89
20220608 035417	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	413	TRUE	0.113941047302864	0.354726751032279	4055	689	0.0168335250916471	1	0.0436716469411404	0.179187987829447	0.103542547817328	13452000	90
20220608 035457	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	457	TRUE	0.0460012722171938	0.228739993854316	4320	587	0.0158623171031577	2	0.0475945986860324	0.185347773204264	0.391060582761249	13540000	91
20220608 035515	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	162	TRUE	0.120470455604389	0.30402590099305	5134	679	0.0165158101166983	1	0.0585825748676567	0.0680437144264404	0.0508817560452743	12953000	92
20220608 035523	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	59	TRUE	0.191522078849553	0.810494972275317	5233	587	0.0131836598236682	2	0.00108697563992295	0.0063903781093306	0.272533395228941	13684000	93
20220608 035540	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	131	TRUE	0.110810473151647	0.563624860579652	4037	535	0.0167921419417575	2	0.0367214175644921	0.19448936585947	0.392169573390049	13206000	94
20220608 035624	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1199	TRUE	0.0299670109440892	0.75725352983068	4018	766	0.0162694059980338	1	0.0446223649882493	0.0922887197394386	0.0924523118191428	13645000	95
20220608 035635	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	41	TRUE	0.118431249879125	0.885007976247387	5094	796	0.0164959384283945	-2	0.0601110068469978	0.073419744888824	0.0631136252065567	12764000	96
20220608 035654	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	181	TRUE	0.19827298817669	0.401276519500871	5449	466	0.0130459874161534	1	0.00675391844320457	0.000895893456221108	0.441168329475672	12600000	97
20220608 035725	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	311	TRUE	0.0339005641423191	0.591981987938623	4305	796	0.0145571872774951	2	0.0475331440937171	0.134614509060545	0.37190920234179	13384000	98
20220608 035850	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1164	TRUE	0.0337545079342062	0.288678579617063	4002	785	0.0166042687833183	1	0.0406897204800384	0.0531862430623926	0.432650106496457	13337000	99
20220608 035908	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	231	TRUE	0.0329836339531185	0.783775491274673	4999	438	0.0131083903666871	2	0.185720439819074	0.00201196083715755	0.393834727389698	13138000	100
20220608 035928	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	309	TRUE	0.0374053771127568	0.680488795210873	4002	678	0.0161076674912106	2	0.0321731712575271	0.13700388061882	0.000985594382047074	13757000	101
20220608 040045	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	775	TRUE	0.0174880157765658	0.344500497789086	4011	417	0.0152443573525738	2	0.0803911017400421	0.174604727235473	0.0138752527754504	13637000	102
20220608 040204	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1029	TRUE	0.0272449017013219	0.309240939066952	4032	422	0.0140665692362025	1	0.184696524521601	0.192317420037429	0.40615658837348	13067000	103
20220608 040308	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	446	TRUE	0.0103391035474134	0.682325389118434	4000	413	0.0157396104126533	-1	0.0682612632359917	0.0153816633558992	0.0324296571018113	13153000	104
20220608 040443	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1050	TRUE	0.0115471423091362	0.228995354772452	4018	579	0.015896099752101	2	0.0957353314421873	0.0609968022318136	0.0950587678999771	13609000	105
20220608 040610	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	686	TRUE	0.0147829359625138	0.504730983855709	4045	712	0.0152971092645385	2	0.0444305676118741	0.0359858899215239	0.0139491231345165	13451000	106
20220608 040618	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	64	TRUE	0.179955267897711	0.792294560236877	4483	471	0.0133955196822325	2	0.00428356743332913	0.0250645322605285	0.215003488681967	13494000	107
20220608 040633	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	310	TRUE	0.121117347908216	0.788081498764888	4030	646	0.018253995448548	1	0.0406904566984837	0.0918282662969544	0.00672762593998974	13813000	108
20220608 040716	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1187	TRUE	0.0439124519121622	0.687932159631407	4006	687	0.01950894463985	1	0.0546830509963446	0.097165900334334	0.0242834560450725	13378000	109
20220608 040813	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	773	TRUE	0.0400606691364684	0.229373292370718	4145	406	0.0134242424456041	1	0.123543360116516	0.00296457757244972	0.0486676916457357	12989000	110
20220608 041013	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1346	TRUE	0.0111339412614353	0.310750802650486	4018	443	0.0157808275499675	2	0.0983917201508665	0.0828948466143908	0.242884987893028	13516000	111
20220608 041200	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	888	TRUE	0.0101522241579065	0.51134592255496	4064	412	0.0110846525744699	2	0.127397371541977	0.0521777138806837	0.406459194892322	13124000	112
20220608 041212	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	41	TRUE	0.111562673104145	0.7537599162058	4009	597	0.0184048988098057	-1	0.149556670109083	0.152485736093014	0.0143907458078832	13027000	113
20220608 041222	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	124	TRUE	0.114300753300458	0.724909907427789	4378	450	0.0174505835919392	2	0.0411074423058134	0.0810893491493393	0.0047333628220078	12922000	114
20220608 041233	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	39	TRUE	0.167954589542494	0.669693952045372	4000	669	0.0171026961237118	0	0.035967865041679	0.00756316706346036	0.0491608864042486	12696000	115
20220608 041241	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	42	TRUE	0.209222769314612	0.752879095092874	5074	535	0.0130134945588309	2	0.04624066365338	0.0985807896323606	0.0858838534840127	13736000	116
20220608 041249	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	83	TRUE	0.201356599516357	0.769681019090364	5080	603	0.0186773624915289	2	0.0288802826811995	0.139149493971474	0.145105849176103	12736000	117
20220608 041314	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	668	TRUE	0.0737562179106228	0.989792164819	4140	730	0.0179470762561434	1	0.0588858726960547	0.13996287815156	0.00263342263815794	13744000	118
20220608 041458	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	3191	TRUE	0.0155459160113087	0.839693804566323	4000	573	0.0166655785524036	1	0.0542910898416188	0.131873170890628	0.0154060009123642	13640000	119
20220608 041536	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	894	TRUE	0.0501919257213861	0.984681989487716	4001	686	0.0165172855713752	1	0.0662518774403667	0.134198297258011	0.1353081040133	13728000	120
20220608 041617	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	485	TRUE	0.0396919898445309	0.205103262916002	4983	692	0.0133114114849612	2	0.0978160315327346	0.188957552885092	0.377546644957643	13411000	121
20220608 041625	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	61	TRUE	0.221351646301669	0.748527085375145	5110	652	0.0130849580804951	2	0.0195523648895045	0.00934109395648676	0.196382529770354	13579000	122
20220608 041638	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	251	TRUE	0.109176485686613	0.993984680276342	4187	679	0.0184387600295868	1	0.0185176005141272	0.130634861269574	0.110727588498057	13472000	123
20220608 041858	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	1688	TRUE	0.0100202174593463	0.277163232924413	4766	521	0.0142476955469691	2	0.0722401562992417	0.127669005481834	0.321097614296656	13539000	124
20220608 041933	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	140	TRUE	0.0294364564834447	0.431061639933749	4004	600	0.0151177567312134	0	0.074334699644999	0.0897429286035418	0.399953514847713	13342000	125
20220608 042008	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	360	TRUE	0.0497749863118939	0.287032254793439	4084	728	0.0127189664657399	2	0.0530307716920092	0.0498780040552037	0.431148837600102	13345000	126
20220608 042102	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	399	TRUE	0.028851538472856	0.342373153310933	4315	555	0.0129350704125132	2	0.144709403916976	0.0171203440515695	0.36380616584233	13180000	127
20220608 042110	binary	custom	TRUE	TRUE	FALSE	-100	442837	31	56	TRUE	0.195005174806671	0.683154366705475	5151	786	0.0123810410784272	2	0.088420156237175	0.13608520586801	0.409512684358781	13537000	128
